Nom du Produit,Prix,Spécifications
"XIAOMI Redmi A3 6.7"" - ( 128Go - 4RAM ) 13MP - 5000mAh - Bleu",1289.0,"Système d'exploitation : Android 13 (édition Go) RAM : 4 Go Écran : 6,71 pouces Batterie : 5000mAh Stockage : 128Go DualSim : Oui Carte SD : Oui Bluetooth :  Oui (5.0) Caméra arrière : 13MP Caméra frontale : 8MP"
Samsung Galaxy S24 Ultra SM-S928B Titanium Gris (12Go / 512 Go) Dynamic AMOLED 2x - Neuf,14800.0,"Processeur : Qualcomm Snapdragon 8 Gen 3 Octo-Core cadencé à 3.39 GHz Système : Android 14 (surcouche Samsung One UI 6.1) Ecran : Infinity-O 6.8 pouces, résolution Quad HD+ de 1440 x 3120 pixels, 505 ppp, 120 Hz adaptatif, Dynamic AMOLED 2x, Gorilla Glass Victus 2, Filtre de lumière bleue, HDR10+ RAM : 12 Go APN principal : Quadruple capteur 200 MP (OIS, ouverture f/1.7, 200°) + 12 MP (grand angle 120°, ouverture f/2.2) + 10 MP (téléobjectif, OIS, zoom optique x3, Space Zoom x30, ouverture f/2.4, 36°) + 50 MP (téléobjectif, OIS, zoom optique x5, ouverture f/3.4, 22°), Intelligence Artificielle, stabilisation optique, optimiseur de scène, cadrage professionnel intelligent, vidéo 8K 30 fps / 4K 60 fps APN frontal : 12 MP, ouverture f/2.2, autofocus, 80°, HDR10+, contrôle par mouvement, contrôle vocal, vidéo 4K 60 fps Stockage : 512 Go Connectivité : 5G LTE, NFC, Bluetooth 5.3, GPS, GLONASS, Beidou, Galileo, Wi-Fi 6E (2.4/5 GHz), lecteur d'empreinte ultrasonique sous l'écran, reconnaissance faciale, USB Type C Batterie de 5000 mAh compatible charge rapide 45W, charge sans fil 10W Dimensions : 162.3 x 79 x 8.6 mm pour 232 g"
"XIAOMI Redmi Note 13 Amoled 120Hz 6,67″(6Go, 128Go) Snapdragon 685 - 108MP/8 MP- Bleu",2150.0,"Système d’exploitation Android 8 Giga de Ram , 128 Giga de Rom Ecran 6.67 Pouces Connexions USB Bluetooth Distance focale USB Type C Résolution fixe effective 10 Caractéristiques spéciales Caméra 50MP Garantie constructeur Garantie de 1 An."
Honor 90 (12GB+512 GB) 5G - Snapdragon 7 Gen1 4nm - 200 MP - Noir,4090.0,"Afficheur  : AMOLED 6.7"" pouces Système d’opération (Os) : Android 12, Magic UI 6.1 Mémoire interne :  512GB 12 GB RAM Recharge rapide 65W Appareil Photo Principal : 200 MP"
"Nokia 5710 Téléphone avec écouteurs sans Fil intégrés, connectivité 4G,",488.0,Nokia 5710 XpressAudio Nokia Écouteurs Xpress Chargeur micro-USB Guide de démarrage rapide Batterie amovible Couleur disponible en stock 
"Honor X6a 6.5"" (4GB -128GB) LCD 90Hz - 5200 mAh - 50MP- Cyan",1440.0,"Mémoire interne : 128Go Mémoire RAM : 4 Go Écran TFT LCD de 6,56″ Batterie 5000 mAh poids de 188 g"
Oppo A38 (6Go+128Go) - 90Hz Ecran Sunlight- 33W - 50MP AI - Glowing Gold,1849.0,"Hauteur environ 163,74 mm Largeur environ 75,03 mm Épaisseur environ 8,16 mm Poids environ 190 g Capacités RAM et ROM 6 Go + 128 Go Type de RAM LPDDR4x à 1 800 MHz 2 × 16 bits Spécifications de la ROM EMMC5.1 Carte de stockage du téléphone Prise en charge USB-OTG Prise en charge Taille 6,56"" Rapport d'écran 89,80% Résolution HD+ (1612x720) Fréquence de rafraîchissement 90/60Hz Taux d'échantillonnage tactile 90Hz Gamme de couleurs Mode vif : 100 % DCI-P3 Mode doux : 100 % sRGB La profondeur de la couleur 16,7 millions de couleurs Luminosité Max en plein soleil : 720 nits Panneau LCD Caméra principale: 50MP; f/1.8; FOV 75.5°; 5P lens; AF supported Caméra Mono: 2MP; f/2.4; FOV 89.1°; 3P lens; fixed-focus 5MP; f/2.2; FOV 76.8°; 3P lens; FF supported "
"Itel A70 12GB (4+8Go)/256Go, HD+ - 13MP, 6.6” - 5000mAh, Type C - Field green",1159.0,"Version 4+8GB/256Go Grand écran 6,6"" avec barre dynamique Caméra Super HDR 13MP  Grosse batterie de 5 000 mAh avec Type-C Processeur Octa-Core avancé Empreinte digitale latérale et déverrouillage du visage Système OS 13 amélioré"
Nokia Phone 6300 Il ne prend en charge que les réseaux 2G.,259.0,La taille du téléphone est petite et vous ne le sentirez pas dans votre poche. Prend en charge l'installation d'une carte mémoire externe. Il ne prend en charge que les réseaux 2G.
"Oppo A78 - 8Go+ 256Go - 6,43"" FHD+ AMOLED 90Hz- 5000mAh - Aqua Green",2699.0,"RAM: 8 Go ROM: 256 Go Ecran: 6.43"" Résolution FHD+ (2400×1080) Caméra arrière: Caméra principale : 50 MP ; f/1.8 ; FOV 77 ° ; objectif 5P ; AF pris en charge, mise au point à bague ouverte, OIS non pris en charge Portrait 1 et 2 : 2 mégapixels ; f/2.4 ; Champ de vision 89 ° ; Objectif 3P + IR ; FF prime Caméra frontale: 8MP ; f/2.0 ; Champ de vision de 83 ° ; Objectif 4P, incapable d'AF"
Nokia Téléphone 5310 -Dual Sim (2020)/ Blanc Rouge,799.0,"Téléphone Nokia modèle 5310(2020) classique et moderne RAM 8Mo Stockage 16 Mo Daul SIM Taille écran couleur 2,4""pouces Résolution de 240x320pixels Caméra VGA flash Capacité de batterie 1200mAh une autonomie confortable Connectivité Bluetooth 3,0 Radio FM intégrées Prise jack 3,5mm Garantie 1An"
"Tecno Spark 20 Pro Plus 6,7"" Amoled ( 256Go /16GB (8+8Go) Helio G99 Ultimate - Green",2819.0,"Affichage : 6,7″ Mémoire : 256 Go   Ram       : 8 Go Caméra arrière : 108 MP double Caméra selfie : 32MP Système d'exploitation : Android 14 Batterie : 5 000 mAh"
"XIAOMI Redmi Note 13 Amoled 120Hz 6,67″(6Go, 128Go) Snapdragon 685 - 108MP/8 MP- Noir",2180.0,"Système d’exploitation Android 6 Giga de Ram , 128 Giga de Rom Ecran 6.67 Pouces Connexions USB Bluetooth Distance focale USB Type C Résolution fixe effective 10 Caractéristiques spéciales Caméra 50MP Garantie constructeur Garantie de 1 An."
"Infinix Note 40 pro + 5G - 6.78"" -24G (12+12) RAM + 512GB ROM – Vintage Green",3900.0,"Écran : Diagonale 6.78"" Type : AMOLED Résolution : 1080 x 2436 px • FHD+ Audio : JBL Speakers Modèle : MediaTek Dimensity 7020 Type : Octa-Core RAM : 24G (12+12) Capacité : 256 GB Résolution : 108 Mpx Selfie Résolution :16 Mpx Batterie Capacité  : 4600 mAh"
"XIAOMI Redmi Note 11S 6,5"" (6Go, 128Go) MediaTek Helio G 96 -108MP/16MP- Gris",2150.0,"Chipset : MediaTek Helio G96 RAM: 6Go ROM :128Go Taille : 6.5"" Résolution :1080 x 2400 pixels Camera : 108 MP"
"Tecno Spark 20 Pro Plus 6,7"" Amoled ( 256Go /16GB (8+8Go) Helio G99 Ultimate - Noir",2790.0,"Affichage : 6,7″ Mémoire : 256 Go   Ram       : 8 Go Caméra arrière : 108 MP double Caméra selfie : 32MP Système d'exploitation : Android 14 Batterie : 5 000 mAh"
"Kxd 6A 5.5 Pouces, 3G Dual SIM, 5MP+2MP, 1Go RAM+8Go ROM, 2500mAh, GPS - BLEU",530.0,Fabricant: kxd Nom du produit: 6A Dimensions: 147 x 71x9.4mm Système d'exploitation (OS): Android 8.1 Taille de l'écran: 5.5 pouces Mémoire vive (RAM): 1 GB Stockage (ROM): 8GB Appareil photo: 5MP Processeur: Quad core Batterie: 2500mAh
"Apple iPhone 15 128GB Rose 6,1"" Pink Dynamic Island A16 Bionic iOS 48 Mpx 6Gb RAM Siri",9675.0,"DYNAMIC ISLAND ARRIVE SUR L’IPHONE 15 DESIGN INNOVANT APPAREIL PHOTO 48 MPX AVEC TÉLÉOBJECTIF 2X, PORTRAITS NOUVELLE GÉNÉRATION PUISSANTE PUCE A16 BIONIC CONNECTIVITÉ USB-C"
Nokia 105 - Téléphone portable débloqué GSM,145.0,"Nom du modèle: Nokia 105 Double SIM - Noir Ecran: QQVGA amélioré 1,8"" Appareil photo: aucun Plateforme logicielle Nokia Series 30+, Mémoire vive (RAM): 4Mo, Stockage (ROM): 4Mo Certification: Nokia Origin Autonomie: Batterie amovible Type 800 mAh Connectivité: Micro USB (USB 2.0), 3,5 mm AHJ"
"XIAOMI Redmi 12 Amoled 6,79″ (8Go, 256Go) MediaTEK HELIO G88 - 50MP- Noir",1890.0,"RAM: 8Go ROM :256Go Taille : 6.79"" Résolution :1080 x 2400 pixels"
"Tecno Spark 20 - 6,6'' 90Hz (256Go / 8GB jusqu'à 16 Go) Helio G85 - Gravity Black",1490.0,"Affichage : 6,6″ Mémoire : 256 Go   Ram       : 8 Go Caméra arrière : 50 MP double Caméra selfie : 32MP Système d'exploitation : Android 13 Batterie : 5 000 mAh"
Nokia 5710 XA 2 carte sim,489.0,"Couleur disponible en stock noir et blanc  Batterie: 1450 mAh 1 Amovible Puissance électrique: 2,75 w Touches:Power, Volume (Up, Down), Dedicated Music keys, Numeric and Function keys Fonctionnalités:  Built-in wireless earbuds, Equaliser, Wireless FM Radio, MP3 player (requires MicroSD card, sold separately Haut parleurs:2"
Nokia 5710 2 carte sim carte mémoire SD,350.0,"Écouteurs sans fil intégrés Les écouteurs restent en charge lorsqu'ils ne sont pas utilisés. Panneau de contrôle de musique dédié, pour une lecture facile Radio FM sans fil Lecteur MP3 intégré avec stockage pour des milliers de chansons "
"XIAOMI Redmi 13C 6.74"" (8GB - 256GB) Helio G85 - 5000 mAh - 50 MP - VERT",1740.0,"Affichage : écran 6,74″ Dot Drop Performances : Mediatek Helio G85 RAM : 8GB ROM : 256GB  Processeur : processeur Octa-core, jusqu'à 2,0 GHz GPU : GPU Mali-G52 MC2 Caméra arrière : Caméra principale 50MP Batterie : 5000mAh (typique) 4G : LTE TDD : 38/40/41 (B41 2 535–2 655 MHz) 4G : LTE FDD : 1/2/3/4/5/7/8/20/28 3G : WCDMA : 1/2/4/5/8 2G : GSM : 850 900 1800 1900MHz Audio : Prise casque 3,5 mm Interface utilisateur et système : MIUI 14"
Itel S24 8+8GB + 256GB - 108MP - Processeur G91 - 6.6” HD+ 90Hz - Starry Black,1599.0,Extension de RAM 16GB (8+8GB) ROM 256GB 108MP Caméra Ultra-Claire Processeur G91 Ecran 6.6” Affichage Perforé Dynamic Bar Batterie 5000mAh Type-C 18W  itel OS 13
"Infinix Note 40 Pro 6.7"" (256Go ROM / 12GB jusqu'à 24Go) Helio G99 - Vintage Green",3649.0,"ROM : 256GO TAILLE : 6,6"" Résolution : 720*1612 Caméra frontale : 32 MP Caméra dorsale : Triple Caméra 108 MP  Batterie : 5000mAh 77W"
"Logicom Téléphon2G DUAL SIM - ECRAN 1.77"" 128 X 160 - 32 MO - BLUETOOTH 2.1",139.0,"Ecran : 1.77’’ avec résolution 128 x 160 APN Capteur arrière 0.08 MP deux ports pour carte SIM Connectivité : BT 2.1, jack 3.5, micro USB"
"Apple iPhone 14 Pro Max 1TB Noir Sideral 6,7"" Space Black 6Gb RAM iOS Dynamic Island",16975.0,"Écran Super Retina XDR de 6,7 pouces avec Pro-Motion et écran toujours activé Dynamic Island, une manière inédite et magique d’interagir avec votre iPhone Appareil photo principal 48 Mpx pour une résolution jusqu’à 4x supérieure Mode Cinématique, désormais en 4K Dolby Vision jusqu’à 30 i/s Mode Action, pour des vidéos stables et fluides lorsque vous êtes en mouvement Détection des accidents, une technologie de sécurité vitale qui appelle les secours pour vous Autonomie d’une journée entière et jusqu’à 29 heures de lecture vidéo A16 Bionic, la puce de smartphone ultime. Connectivité 5G ultra rapide Design conçu pour durer avec Ceramic Shield et résistance à l’eau iOS 16 qui offre encore plus d’options de personnalisation et multiplie les moyens de communiquer et de partager"
"Apple iPhone 11 64GB Noir 6,1"" Black A13 Bionic iOS Retina HD 4GB RAM Garantie 1 an",5275.0,"Processeur A13 Bionic avec 4Gb de RAM. Capteur Face ID amélioré. Ecran LCD Liquid Retina HD de 6,1"" Double appareil photo ultra grand-angle et grand-angle 12 Mpx Caméra avant TrueDepth 12 Mpx avec mode Portrait, vidéo 4K et ralenti  "
"Itel A50 6.6"" HD+ 64GB ROM / 6GB RAM( 2+4) - 5000mAh - Misty Black",990.0,"Stockage interne : 64 Go RAM (Mémoire) :  6 Go(2+4) Ecran : 6,6 pouces HD+  Capacité de la batterie : 5000 mAh"
"Tecno Spark Go 2024 - 6.6"" (128GB de ROM + 4GB jusqu'à 8Go de RAM) 5000mAh / Noir",1173.0,RAM : 4GB  jusqu'à 8 Go (6.6 inch) HD+ Display 13MP Rear Camera 5000 mAh Battery Capacité de stockage: 128GB
"Apple iPhone 15 Pro Max 512GB Titane Blanc 6,7"" Bouton Action A17 Pro 8GB RAM iOS 17",17475.0,TAILLÉ DANS LE TITANE  PUCE A17 PRO QUI CHANGE LA DONNE PUISSANT SYSTÈME PHOTO PRO  BOUTON ACTION PERSONNALISABLE CONNECTIVITÉ PRO 
"Samsung Galaxy M33 - 6.6"" - 5G - 6GB RAM+128GB ROM -Dual Sim - 50Mpx - Marron",2390.0,"Processeur Octa-Core RAM: 6GB ROM: 128GB écran de 6,6 pouces Full HD+ Appareil photo principal 50 MP Apareil photo frontal de 8 MP La batterie de 5000 mAh Poids (g) 198 Processeur 2.4GHz, 2GHz Technologie (Afficheur Principal) TFT Type de CPU Octa-Core"
"XIAOMI Redmi Note 13 - 6.67"" AMOLED 8/256GB Snapdragon®685 108MP 5000mAh Midnight Black",2600.0,"Écran AMOLED de 6,67 pouces Taux de rafraîchissement : jusqu'à 120 Hz Résolution : 2400 x 1080 Batterie en charge 5000 mAh RAM: 8GB ROM: 256GB"
"Apple iPhone 15 Pro Max 1TB Titane Blanc 6,7"" Bouton Action A17 Pro 8GB RAM iOS 17",21575.0,TAILLÉ DANS LE TITANE  PUCE A17 PRO QUI CHANGE LA DONNE PUISSANT SYSTÈME PHOTO PRO  BOUTON ACTION PERSONNALISABLE CONNECTIVITÉ PRO 
Honor 90 lite 5G 256Go 8Go Ram Noir,1950.0,"【Ultra Appareil Photo 100 Mpx】Le HONOR 90 Lite telephone dispose d'un appareil photo principal 100 Mpx avec une ouverture af/1.9, permettant aux utilisateurs de capturer même les plus petits détails dans n'importe quelle scène complexe, avec ou sans zoom avant. L'appareil photo avant 16 Mpx garantit aux utilisateurs des selfies captivants avec une définition et des couleurs rehaussées 【Grand Stockage de 8 Go + 256 Go】Le HONOR 90 Lite telephone portable peut stocker 57 808 photos, 22 322 morceaux de musique ou 892 vidéos HD localement. Le smartphone HONOR est également équipé de la technologie HONOR RAM Turbo qui étend la RAM de 8 Go avec un généreux 5 Go supplémentaires pour exécuter les applications plus rapidement 【Écran FullView de 6,7""】L'écran HONOR FullView de 6,7 pouces et les bords ultra-fins de 1,1 mm du HONOR 90 Lite smartphone garantissent une expérience visuelle immersive pour le travail et le divertissement. L'écran à faible émission de lumière bleue certifié TÜV Rheinland aide à favoriser un sommeil plus sain et à soulager la fatigue oculaire 【Fin et Léger】Avec une épaisseur de 7,48 mm et un poids de 179 g, le HONOR 90 Lite téléphone portable est un appareil compact qui se glisse facilement dans votre poche ou votre sac et tient confortablement dans votre main 【Batterie Longue Durée 4 500 mAh】Le HONOR 90 Lite téléphone est doté d'une batterie grande capacité de 4 500 mAh, offre jusqu'à 15 heures de musique en streaming, 14,4 heures de lecture vidéo ou 16 heures d'utilisation des réseaux sociaux, gardant les utilisateurs en ligne et toujours divertis 【Google Mobile Services】Fonctionne sous le dernier MagicOS 7.1 basé sur Android 13, avec toutes les applications Google et Play Store, offrant une expérience de vie intelligente"
"Tecno Spark 20 - 6,6'' 90Hz (256Go / 8GB jusqu'à 16 Go) Helio G85 - Gravity Black",1499.0,"Affichage : 6,6″ Mémoire : 256 Go   Ram       : 8 Go Caméra arrière : 50 MP double Caméra selfie : 32MP Système d'exploitation : Android 13 Batterie : 5 000 mAh"
"Tecno Spark Go 2024 - 6.6"" (64GB de ROM + 3GB jusqu'à 6Go de RAM) 5000mAh - Blanc",999.0,RAM : 3GB  jusqu'à 6 Go (6.6 inch) HD+ Display 13MP Rear Camera 5000 mAh Battery Capacité de stockage: 128GB
Samsung Téléphone Portable,399.0,"Size (Main Display) 2.4"" (61.2 mm) CMOS 2.0MP Weight (g) 89 Technology (Main Display) TFT Standard Battery Capacity (mAh) 1200 CPU Speed 312 MHz Multi-SIM Dual-SIM Bluetooth Version Bluetooth v2.1 + EDR External Memory Support MicroSD (Up to 16GB) FM Radio"
"Itel P55 6.6"" IPS LCD 90Hz - 128GB ROM / 24GB RAM( 8+16) - 5000mAh - Aurora Blue",1230.0,"Stockage interne : 128 Go RAM (Mémoire) :  24 Go(8+16) Ecran : 6,6 pouces HD+  Capacité de la batterie : 5000 mAh"
STG Telecom C10 (1GB Ram + 8GB Rom)Quad core - 2MP- 1400mAh-bleu,299.0,Fabricant: stg Nom du produit: C10 Dimensions: 800 x 400x  Système d'exploitation (OS): Android 9 Taille de l'écran: 4 pouces Mémoire vive (RAM): 1 GB Stockage (ROM): 8GB Appareil photo: 2MP Processeur: Quad core Batterie: 1400mAh
"Kxd 6A 5.5 Pouces, 3G Dual SIM, 5MP+2MP, 1Go RAM+8Go ROM, 2500mAh, GPS - VERT",529.0,Fabricant: kxd Nom du produit: 6A Dimensions: 147 x 71x9.4mm Système d'exploitation (OS): Android 8.1 Taille de l'écran: 5.5 pouces Mémoire vive (RAM): 1 GB Stockage (ROM): 8GB Appareil photo: 5MP Processeur: Quad core Batterie: 2500mAh
Itell A70,1049.0,"Version 8+4GB/128GB Grand écran 6,6"" avec barre dynamique Caméra Super HDR 13MP  Grosse batterie de 5 000 mAh avec Type-C Processeur Octa-Core avancé Empreinte digitale latérale et déverrouillage du visage Système OS 13 amélioré"
"Logicom P-178e, téléphone mobile double SIM",135.0,Lecture MP3/ Vedio  Radio FM Camera arrière. Torche. Autonomie en veille jusqu'à 135 heures  Connexion USB: Micro USB (USB 2.0) Prise jack pour écouteurs: 3.5 mm Batterie: 800mAh. Mémoire et espace de stockage de RAM: 16Mo Espace de stockage interne: 16Mo Prise en charge MicroSD jusqu’à 16 GB
"Kxd 6A 5.5 Pouces, 3G Dual SIM, 5MP+2MP, 1Go RAM+8Go ROM, 2500mAh, GPS - Noir",529.0,Fabricant: kxd Nom du produit: 6A Dimensions: 147 x 71x9.4mm Système d'exploitation (OS): Android 8.1 Taille de l'écran: 5.5 pouces Mémoire vive (RAM): 1 GB Stockage (ROM): 8GB Appareil photo: 5MP Processeur: Quad core Batterie: 2500mAh
"Apple iPhone 15 Pro Max 256 Go - Titanium Blue - Ecran OLED 6.7"" inch - 8 Go RAM - New",14700.0,"Couleur : Titanium Blue Stockage : 256 Go  ÉCRAN AVANCÉ : L’écran Super Retina XDR 6,7″ avec Pro Motion pousse les taux de rafraîchissement à 120 Hz pour livrer des performances graphiques exceptionnelles lorsque c’est nécessaire. Dynamic Island vous permet de garder un œil sur vos alertes et Activités en direct. Et l’écran toujours activé reste visible en permanence, même verrouillé. Vous pouvez le consulter d’un simple coup d’œil, sans avoir besoin de le toucher.  RAM : 8 Go PUCE A17 PRO QUI CHANGE LA DONNE : Grâce à un GPU de niveau Pro, les jeux mobiles sont remarquablement immersifs, avec des environnements détaillés et des personnages réalistes. La puce A17 Pro est remarquablement économe en énergie et offre une incroyable autonomie d’une journée.  BOUTON ACTION PERSONNALISABLE : Le bouton Action est un raccourci vers votre fonctionnalité préférée. Mode Silence, Appareil photo, Dictaphone, Raccourci... Configurez celle de votre choix et appuyez de façon prolongée pour déclencher l’action souhaitée.  Produit Neuf  Garantie 1an Internationale"
Samsung Galaxy A24 (6GB RAM + 128GB ROM) - Blanc- Chargeur NN inclus - Remis a Neuf,1957.0,"Poids (g) 195 Durée Lecture Audio (heures) Jusqu'à 174 Processeur 2.4GHz, 1.9GHz Type de CPU Octa-Core écran TFT en V de 6,6"" FHD+ Appareil photo frontal 8 MP Appareil photo principale 50 MP La batterie de 5 000 mAh RAM: 6GB ROM: 128GB"
"Samsung Galaxy A25 5G 6.3"" (6GB RAM + 128GB ROM) - 50 Mpx - Noir",2650.0,"Taille : 6.3"" Résolution (Ecran principal) : 1080 x 2340 (FHD+) Technologie (Ecran principal) : Super AMOLED Résolution caméra arrière (Multiple) : 50.0 MP + 8.0 MP + 2.0 MP Résolution caméra frontale : 13.0 MP Mémoire (Go) : 6 Go Stockage (Go) : 128 Go Système d'exploitation : Android Capacité de la batterie (mAh, Typique) : 5000"
"Samsung Galaxy A05S 6.7"" 4G LTE (6GB RAM + 128GB ROM) - 50 Mpx - Noir",1700.0,"Date de Sortie:  2023, Septembre 25 Puce : Qualcomm SM6225 Snapdragon 680 4G (6 nm) Processeur : Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver) Mémoire : 128GB 6GB RAM Affichage :  6.7 inches, 1080 x 2400 Caméra Principale:  Triple, 50MP Caméra Selfie:  Simple, 13MP OS: Android 13 Dimensions : 168x77.8x8.8 mm Poids : 194 g Batterie :  5000 mAh, Li-Po, non amovible"
Samsung Galaxy S24 Ultra SM-S928B Titanium Gris (12Go / 256 Go) Dynamic AMOLED 2x - Neuf,12999.0,"Processeur : Qualcomm Snapdragon 8 Gen 3 Octo-Core cadencé à 3.39 GHz Système : Android 14 (surcouche Samsung One UI 6.1) Ecran : Infinity-O 6.8 pouces, résolution Quad HD+ de 1440 x 3120 pixels, 505 ppp, 120 Hz adaptatif, Dynamic AMOLED 2x, Gorilla Glass Victus 2, Filtre de lumière bleue, HDR10+ RAM : 12 Go APN principal : Quadruple capteur 200 MP (OIS, ouverture f/1.7, 200°) + 12 MP (grand angle 120°, ouverture f/2.2) + 10 MP (téléobjectif, OIS, zoom optique x3, Space Zoom x30, ouverture f/2.4, 36°) + 50 MP (téléobjectif, OIS, zoom optique x5, ouverture f/3.4, 22°), Intelligence Artificielle, stabilisation optique, optimiseur de scène, cadrage professionnel intelligent, vidéo 8K 30 fps / 4K 60 fps APN frontal : 12 MP, ouverture f/2.2, autofocus, 80°, HDR10+, contrôle par mouvement, contrôle vocal, vidéo 4K 60 fps Stockage : 256 Go Connectivité : 5G LTE, NFC, Bluetooth 5.3, GPS, GLONASS, Beidou, Galileo, Wi-Fi 6E (2.4/5 GHz), lecteur d'empreinte ultrasonique sous l'écran, reconnaissance faciale, USB Type C Batterie de 5000 mAh compatible charge rapide 45W, charge sans fil 10W Dimensions : 162.3 x 79 x 8.6 mm pour 232 g"
"Infinix Note 30 - 6.7""-(8 Go-256 Go) ram+ jusqu'a 8G AMOLED -Helio G 99 - 64 MP - BLEU",2290.0,"Ecran : 6.7"" AMOLED ; Résolution :  1080 x 2460 pixels Mémoire RAM : 8 Go  Stockage : 256 Go  Appareil photo Arrière : Triple ; 64MP, f/1,7, (large) , 13 MP, f/2,5, (téléobjectif) , 2 MP, f/2,4, (profondeur) Camera Selfie : 16 MP Processeur : Octa-core ; Chipset : Mediatek Helio G96 Capacité Batterie : 5000 mAh Système d'exploitation : Android 11, XOS 8 Capteurs : Empreinte digitale (montée latéralement), accéléromètre, gyroscope, proximité, boussole Garantie : 1 an"
"Apple iPhone 12 Normal (64 Go, 4 Go RAM) - 6,1"" - White (Blanc) - A14 Bionic - Neuf",5499.0,"Grand Ecran Super Retina XDR de 6,1"" Rapide Grace a Processeur A14 Bionic et 4Gb de RAM 5G Pour Une Connectivité Tres Rapide Technologie De Magsafe Ceramic Shield, plus résistant que le verre de n’importe quel smartphone Double appareil photo sophistiqué avec ultra grand-angle et grand-angle 12 Mpx ; mode Nuit, Deep Fusion, Smart HDR 3 et enregistrement vidéo 4K HDR en Dolby Vision 64 Go de Stockage 4 Go RAM 1an de Garantie Produit Neuf"
"XIAOMI Redmi 9C 6.53"" (4Go, 128 Go) Android 13MP+2MP+2MP/5MP - Vert",1360.0,"RAM : 4Go ROM : 128Go Écran HD + Dot Drop de 6,53 pouces 720 x 1 600 HD +"
"realme 12 pro Plus 5G 6.7"" (512Go ROM / 12GB jusqu'à 24Go) Amoled - 5000mAH/67W - Beige",5480.0,Mémoire interne : 512Go Taille écran 6.7 pouces Capacite de la batterie 5000 mAh/ 67W
"Samsung Galaxy A05s - 6,7"" - 6GB+128GB - Mauve",1683.0,"RAM: 6GB ROM: 128GB Taille de l'écran: 6,7"" Caractéristique de la batterie: 5 000 mAh"
"XIAOMI Redmi 13C 6.74"" (6GB - 128GB) Helio G85 - 5000 mAh - 50 MP - Noir",1590.0,Fabricant: Xiaomi Nom du produit: Redmi 13C Poids: 192g Dimensions: 168 x 78 x 8.1 mm Système d'exploitation (OS): Android 14 Taille de l'écran: 6.74 pouces Définition: 1650x720 Mémoire vive (RAM): 6GB Stockage (ROM): 128GB Appareil photo: 50MP Samsung S5KJN1 Processeur: MediaTek Helio G85 Batterie: 5000mA
"Samsung Galaxy A03 (4G Ram 64 G Rom) 6.5"" 5000 mAh - 48MP - Dual Sim-Noir",1440.0,Mémoire de 64 giga  4 Giga de ram 5000 mAh batterie 48 MP 
"Apple iPhone 15 Pro 128GB Titane Naturel 6,1"" Bouton Action A17 Pro 8GB RAM iOS Siri",11975.0,"TAILLÉ DANS LE TITANE – L’iPhone 15 Pro présente un design en titane de qualité aérospatiale, à la fois léger et résistant, et un dos en verre mat texturé. Sa face avant Ceramic Shield est plus résistante que le verre de n’importe quel smartphone. Et il résiste aux éclaboussures, à l’eau et à la poussière. ÉCRAN AVANCÉ – L’écran Super Retina XDR 6,1″ avec ProMotion pousse les taux de rafraîchissement à 120 Hz pour livrer des performances graphiques exceptionnelles lorsque c’est nécessaire. Dynamic Island vous permet de garder un œil sur vos alertes et Activités en direct. Et l’écran toujours activé reste visible en permanence, même verrouillé. Vous pouvez le consulter d’un simple coup d’œil, sans avoir besoin de le toucher. PUCE A17 PRO QUI CHANGE LA DONNE – Grâce à un GPU de niveau Pro, les jeux mobiles sont remarquablement immersifs, avec des environnements détaillés et des personnages réalistes. La puce A17 Pro est remarquablement économe en énergie et offre une incroyable autonomie d’une journée. PUISSANT SYSTÈME PHOTO PRO – Bénéficiez d’une liberté de cadrage inédite avec sept objectifs professionnels. Prenez des photos en super haute résolution, plus détaillées et plus colorées, avec l’appareil photo principal 48 Mpx. BOUTON ACTION PERSONNALISABLE – Le bouton Action est un raccourci vers votre fonctionnalité préférée. Mode Silence, Appareil photo, Dictaphone, Raccourci... Configurez celle de votre choix et appuyez de façon prolongée pour déclencher l’action souhaitée. CONNECTIVITÉ PRO – Le nouveau connecteur USB‑C vous permet d’utiliser le même câble pour charger votre Mac ou iPad et votre iPhone 15 Pro. Avec la norme USB 3, vous profitez de vitesses de transfert de données nettement accélérées. Et vous pouvez télécharger des fichiers jusqu’à 2x plus vite grâce au Wi-Fi 6E. FONCTIONNALITÉS DE SÉCURITÉ ESSENTIELLES – Si vous avez besoin d’aide en l’absence de réseau cellulaire ou de Wi‑Fi, vous pouvez utiliser SOS d’urgence par satellite. Et grâce à la fonctionnalité Détection des accidents, l’iPhone peut détecter un accident de voiture grave et appeler les secours pour vous. DES INNOVATIONS QUI CHANGENT TOUT – L’iPhone est doté de fonctionnalités de confidentialité qui vous permettent de garder le contrôle sur vos données. Il contient plus de matériaux recyclés afin de réduire son impact environnemental. Et il intègre des fonctionnalités qui le rendent accessible à tout le monde."
"Samsung Galaxy A13 (4G Ram 64G Rom) 6.5"" 5000 mAh - 50MP - Dual Sim-Blanc",1740.0,"Poids (g): 195 Durée Lecture Audio (heures): Jusqu'à 94 Processeur: 2GHz Type de CPU: Octa-Core l’écran Infinity-V de 6,6"" FHD+ Appareil photo principal 50 MP Appareil photo frontal 8 MP Batterie de 5 000 mAh RAM: 4GB ROM: 64GB"
